,STT,Ngày tiếp nhận hồ sơ,Họ và tên,SĐT,Email,Prework,Đặc điểm ứng viên,Công ty hiện tại,Vị trí hiện tại,Ví trí có thể phù hợp,Unnamed: 10,Unnamed: 11,Tình trạng,Nguồn,FALSE,Mức độ tiềm năng
515,,2021-04-05 00:00:00,Bùi Phương Thúy,928438112,hRqMoQQEKfRUY@gmail.com,,Đã hẹn 10H T3 18/05,,,,,,,Topcv,FALSE,
516,,2021-04-05 00:00:00,Bùi Đắc Minh Tú,696273929,RPeVCGRkUcOaQ@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Topcv,FALSE,
517,,2021-06-05 00:00:00,Ngô Xuân Tùng,962417998,foulZlSOMlTTz@gmail.com,,Đã hẹn 11h t7 08/05,,,,,,,Topcv,FALSE,
518,,2021-06-05 00:00:00,Nguyễn Thị Thu Hiền,173168579,QCRSSVJRtQKRK@gmail.com,,Đang tham khảo lại JD,,,,,,,Topcv,FALSE,
519,,2021-06-05 00:00:00,Đỗ Ngọc Thành,053109246,zpzszavGeaaWd@gmail.com,,,,,,,,,Topcv,FALSE,
520,,2021-07-05 00:00:00,Nguyễn Trần Nhật Lệ,656269558,sQSXFPKutDelw@gmail.com,,Bạn đang ở Nha Trang và có nhu cầu tìm việc ở Nha Tran,,,,,,,Topcv,FALSE,
521,,2021-08-05 00:00:00,Sái Quang Sáng,115531569,aDTFGaGxwMabr@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Topcv,FALSE,
522,,2021-07-05 00:00:00,Tuấn Nguyễn,107176756,mcLdKZQeZFxHV@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Topcv,FALSE,
523,,2021-10-05 00:00:00,Nguyễn Thị Phương,797398360,oLOjLWrhPsOsD@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Topcv,FALSE,
524,,2021-10-05 00:00:00,Nguyễn Thị Ánh Nguyệt,264191717,yLwBNGhmBbBHS@gmail.com,,,,,,,,,FB,FALSE,
525,,2021-10-05 00:00:00,Nguyễn Thị Mai Phương,642628850,JwCFjbnzgHIOT@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
526,,2021-10-05 00:00:00,Nguyễn Thị Thu An,937465284,KZxVBluSgBIiN@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
527,,2021-10-05 00:00:00,Hoàng Đông Hải,699519494,EYYHDDDtcDZiJ@gmail.com,,Đã hẹn 15H t4 12/05,,,,,,,,FALSE,
528,,2021-04-05 00:00:00,Lê Văn Quyền,445539569,wSDnWgwFcNZhi@gmail.com,,,,,,,,,Topcv,FALSE,
529,,2023-05-13 00:00:00,Nguyễn Thị Ngân,033697435,WuAAaAtjVUTBT@gmail.com,,Lưu CV cho khu vực Minh Khai HBT,,,,,,,FB,FALSE,
530,,2023-05-13 00:00:00,Đào Đức Hiếu,933898373,pxVgTglnEfzin@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
531,,2023-05-13 00:00:00,Trần Hạ Linh,800678251,pPOkBNtcAfzbQ@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
532,,2023-05-13 00:00:00,Lê Văn Trường,489222992,MQqalOQTVoJYL@gmail.com,,,,,,,,,Topcv,FALSE,
533,,2023-05-13 00:00:00,Nguyễn Thị Hương,208320446,SVrARMaYQnzPk@gmail.com,,Đã hẹn 16h30 chiều thứ 7 ngày 15/5,,,,,,,,FALSE,
534,,2023-05-13 00:00:00,Hỗ Thị Tình,905690289,gdUmjFxQnoNGV@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
535,,2023-05-13 00:00:00,Nguyễn Tài Thu,649742687,NfnkqwlERrnEF@gmail.com,,,,,,,,,,FALSE,
536,,,,748375269,lJaEUzyNqMUKg@gmail.com,,,,,Topcv,FALSE,,,,FALSE,
537,,2023-05-13 00:00:00,Lương Khắc Hà,007994671,wHEhgEpSrNqQM@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
538,,2023-05-13 00:00:00,Đỗ Ngọc Hiếu,301162031,VlBfxIzTUxVec@gmail.com,,Đã gửi JD cho uv tham khảo,,,,,,,,FALSE,
539,,2023-05-13 00:00:00,Trần Thị Ngọc Ánh,425623955,EDVHrHryzVusZ@gmail.com,,Đã gửi JD cho uv tham khảo. UV gọi nhiều lần k nghe máy,,,,,,,Topcv,FALSE,
540,,2023-05-13 00:00:00,Trần Thị Chinh,950895152,IydumEFsyErKM@gmail.com,,UV bảo không phù hợp nên không apply,,,,,,,,FALSE,
541,,2023-05-16 00:00:00,Trần Văn Hải,624734736,kBXIDEBIASWgZ@gmail.com,,Uv chỉ muốn làm mảng TA,,,,,,,,FALSE,
542,,,Nguyễn Duyên Hưng,103304078,YypjCOrpLYaDf@gmail.com,,Đã gửi thư cảm ơn,,,,,,,FB,FALSE,
543,,2023-05-16 00:00:00,Tạ Minh Phương,438129040,VJYHJLZNTXrmz@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
544,,2023-05-17 00:00:00,Trần Nguyên Thảo,320369123,BlMAjEzaMhtWO@gmail.com,,Sống ở Mỹ Đình nhg hiện đang ở quê tránh dịch. Mong muốn đc PV online,,,,,,,,FALSE,
545,,2023-05-17 00:00:00,Tăng Thị Loan,978755410,JvjxUbqrdcStR@gmail.com,,Bận k nghe máy đc. Đang chat qua zalo,,,,,,,,FALSE,
546,,2023-05-17 00:00:00,Lê Đức Thọ,920917011,JdINogUIOPSZO@gmail.com,,Đã hẹn 10H T6 21/05,,,,,,,,FALSE,
547,,2023-05-17 00:00:00,Nguyễn Quang Vinh,485386309,pYFtwdnZwRAmV@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
548,,2023-05-17 00:00:00,Nguyễn Thị Hoa,196998118,oTXCMsunkecNT@gmail.com,,Đã hẹn 15H T3 01/06,,,,,,,Topcv,FALSE,
549,,2023-05-18 00:00:00,Lê Mạnh Hùng,483255000,VhCgWhDZOMeOA@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Topcv,FALSE,
550,,2023-05-18 00:00:00,Nguyễn Thảo Linh,769470282,pfbQjOKOMiwZO@gmail.com,,Đã hẹn 15H T5 20/05,,,,,,,FB,FALSE,
551,,2023-05-18 00:00:00,Trần Tấn Sang,501242989,GCNuBgwLfBzmC@gmail.com,,,,,,,,,Topcv,FALSE,
552,,2023-05-18 00:00:00,Vũ Thanh Huyền,618127878,dtyLwvpwemEFg@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
553,,2023-05-18 00:00:00,Đinh Đăng Vinh,891848993,MZvVcrYEYbJEG@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
554,,2023-05-20 00:00:00,Dương Tùng Lâm,898889977,tEiacfyiftUaH@gmail.com,,,,,,,,,Topcv,FALSE,
555,,2023-05-20 00:00:00,Phan Xuân Bách,110441136,hbJoyDYceLpMh@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
556,,2023-05-20 00:00:00,Nguyễn Thị Huế,831253159,RqUYDEgGHCcWN@gmail.com,,Quan tâm khối 18+ hơn nên đã chuyển sang 18+,,,,,,,,FALSE,
557,,2023-05-20 00:00:00,Nguyễn Thị Thảo,394720502,UmcqcxGneOxBZ@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
558,,2023-05-20 00:00:00,Phạm Văn Đạt,205464587,LRoxngHSBYooR@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
559,,2023-05-25 00:00:00,Phạm Thị Minh Phương,278906460,QloMNpIMQoKnE@gmail.com,,Từ chối pv,,,,,,,Topcv,FALSE,
560,,2023-05-25 00:00:00,Hoàng Thế Hảo,762076753,gSrbbajmIuJEK@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Topcv,FALSE,
561,,2023-05-25 00:00:00,Nguyễn Tiến Dũng,257574352,jyGJSfsQKTZob@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Topcv,FALSE,
562,,2023-05-27 00:00:00,Phan Thị Ngọc,757652479,ydMFovvqeuuXU@gmail.com,,,,,,,,,FB,FALSE,
563,,2023-05-27 00:00:00,Nguyễn Tùng Lâm,870213425,ktgkfqIuYkJaH@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Topcv,FALSE,
564,,2023-05-27 00:00:00,Lại Thị Hải Hà,236894721,SCbgFDtiHOZyX@gmail.com,,Đã gửi thư cảm ơn,,,,,,,FB,FALSE,
565,,,,148831394,WMpIaFOqwAPgy@gmail.com,,Đã gửi thư cảm ơn,,,,,,,FB,FALSE,
566,,2023-05-30 00:00:00,Phạm Thành Công,721242538,dUafJhYCVQXIc@gmail.com,,,,,,,,,Topcv,FALSE,
567,,2023-05-30 00:00:00,Trần Thu Hà,356476076,IcfbuYgmrSEZX@gmail.com,,Đã tìm được việc,,,,,,,topcv,FALSE,
568,,2023-05-30 00:00:00,Nguyễn Xuân Phong,351152898,VsAcCQVZWPdor@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
569,,2023-05-30 00:00:00,Cao Thị Hiền,079863755,jTaFGOJaZcVxV@gmail.com,,Đã gửi thư cảm ơn,,,,,,,FB,FALSE,
570,,,Vũ Quỳnh Phương,809297317,kYxNFwNCQUQop@gmail.com,,,,,,,,,Hunt,FALSE,
571,,2021-05-06 00:00:00,Nguyễn Thanh Bình,399322008,YjCowWBbYDOVU@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
572,,,Nguyễn Thị Phượng,624613975,jTvunWqTzcnpF@gmail.com,,Đã hẹn 15H T4 09/06,,,,,,,,FALSE,
573,,,Lê Phương Thảo,072121675,tIvPermZHHQNo@gmail.com,,,,,,,,,,FALSE,
574,,,Đoàn Thị Yên,611609848,wmDwyFCVHonmn@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
575,,,Nguyễn Ngọc Trân,036232160,IQmmComtwsLRo@gmail.com,,Đang trao đổi qua zalo,,,,,,,,FALSE,
576,,,Bùi Khánh Linh,699979367,uibKBNYLmbsXR@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
577,,,Trần Tiến,815583144,bhjYCNfRAWUqh@gmail.com,,,,,,,,,,FALSE,
578,,,Đã gửi thư cảm ơn,104650133,tBlJrCQRFWpMJ@gmail.com,,,,,,FALSE,,,,FALSE,
579,,,Lại Thị Việt Thanh,438189151,ZWNlBqpMPyaxW@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
580,,2023-06-14 00:00:00,Phạm Văn Tiến,997920843,YpRbBnyZDcsPY@gmail.com,,,,,,,,,,FALSE,
581,,2023-06-14 00:00:00,Nguyễn Phương Linh,724823491,gQtMeQBdjhWNs@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
582,,2023-06-14 00:00:00,Trần Quang Anh,059869390,FYGPmldKxvzJJ@gmail.com,,,,,,,,,,FALSE,
583,,2023-06-14 00:00:00,Mạc Đỗ Hoàng Dương,028881912,iqRcToNDtMuDT@gmail.com,,,,,,,,,,FALSE,
584,,2023-06-14 00:00:00,Lê Thanh Tùng,803022804,npjGoVbuLAlFa@gmail.com,,,,,,,,,,FALSE,
585,,2023-06-14 00:00:00,Đào Thị Khánh,214135296,keoBnnIThaNfz@gmail.com,,,,,,,,,,FALSE,
586,,2023-06-19 00:00:00,Phùng Thị Vân Anh,763317866,oIAchOGIHwsPZ@gmail.com,,Đã hẹn 10H T5 24/06,,,,,,,,FALSE,
587,,2023-06-19 00:00:00,Hà Ngọc Quỳnh,084019737,GljPnOpTSHpvC@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
588,,2023-06-22 00:00:00,Phạm Khánh Hoàng,504363809,HLGkBnSSeViKJ@gmail.com,,Đã hẹn 15H T4 23/06,,,,,,,Hunt,FALSE,
589,,2023-06-22 00:00:00,Nguyễn Hà Phương,712417565,MDWBHYNiUjteB@gmail.com,,hẹn pvan 16h00 ct4,,,,,,,Hunt,FALSE,
590,,2023-06-22 00:00:00,Nguyễn Thị Thanh Hoa,298641157,uIKgyRdXXypgF@gmail.com,,Đã hẹn 15H T5 24/06,,,,,,,Hunt,FALSE,
591,,,Hoàng Thị Ánh,381823715,hMlaTunnpKoiU@gmail.com,,Đã liên hệ 3 lần nhg chưa nghe máy,,,,,,,Hunt,FALSE,
592,,2023-06-24 00:00:00,Nguyễn Thị Minh Thúy,825627987,kfnCxEAJWJEgd@gmail.com,,Đã hẹn 10H T7 26/06,,,,,,,,FALSE,
593,,2023-06-24 00:00:00,Đinh Thị Thúy,580371995,bwPyRfTCGowHa@gmail.com,,,,,,,,,,FALSE,
594,,343425010,dinhdinhthuy2898@gmail.com,244121567,FGjBbjrOWxGaR@gmail.com,,,,,,,,FALSE,,FALSE,
595,,2023-06-24 00:00:00,Trịnh Lê Phương Anh,068117529,xcmUCcAwjxSzd@gmail.com,,,,,,,,,,FALSE,
596,,813996019,anhphuongletrinh@gmail.com,936277087,mrbagvayFEeOo@gmail.com,,,,,,,,FALSE,,FALSE,
597,,2023-06-24 00:00:00,Trần Hoàng Sơn,929742600,WPrMyfkfinNcv@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
598,,2023-06-24 00:00:00,Nguyễn Quang Bách,085002999,HuXzgAFCcPLJq@gmail.com,,,,,,,,,,FALSE,
599,,,Đã tìm được việc,803156777,EHwQxBvUEApOC@gmail.com,,,,,Hunt,FALSE,,,,FALSE,
600,,2023-06-24 00:00:00,Trương Đức Minh,905017061,EHGNUBwgHxxFS@gmail.com,,,,,,,,,,FALSE,
601,,,Đang tham khảo JD,995450620,vVSvFdSMvwQEV@gmail.com,,,,,Hunt,FALSE,,,,FALSE,
602,,2023-06-27 00:00:00,Trịnh Lê Phương Anh,934799162,CxcZTNpkYhTVx@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
603,,2023-06-28 00:00:00,Nguyễn Quỳnh Phương,245048529,NgIhLlmdLZyYG@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Sale online,FALSE,
604,,2023-06-28 00:00:00,Nguyễn Thùy Dương,275432624,dzeizqbHZPHnN@gmail.com,,,,,,,,,,FALSE,
605,,0375 660 706,Thuyduong.7699@gmail.com,975189811,YfhQSkJwrULRh@gmail.com,,,,,,,,FALSE,,FALSE,
606,,2023-06-28 00:00:00,Nguyễn Hồng Ly,943290164,UqYiaDXkucLRK@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
607,,2023-06-28 00:00:00,Nguyễn Thế Nhân,477744053,ILTXYqbZaEHGX@gmail.com,,Đã hẹn 10H T3 06/07,,,,,,,,FALSE,
608,,2023-06-30 00:00:00,Hà Xuân Huy,962246282,KCKFNoWtXnNda@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Top,FALSE,
609,,2023-06-30 00:00:00,Vũ Thị Minh Ngọc,666727203,mauSVfABSjuXh@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Fb,FALSE,
610,,2021-01-07 00:00:00,Hà Ngân Hằng Nga,333878041,wnGQtNAZXSFoV@gmail.com,,,,,,,,,,FALSE,
611,,hangnga3008@gmail.com,,882304706,LnZVjKoXaKrfD@gmail.com,,,,,,Top,FALSE,,,FALSE,
612,,2021-01-07 00:00:00,Phạm Thu Thủy,550087352,nOYFMrfQuKeTq@gmail.com,,,,,,,,,,FALSE,
613,,326284477,Thuthuyyy138@gmail.com,979196608,iUuBKUwlMquoA@gmail.com,,,,,,,FB,FALSE,,FALSE,
614,,2021-01-07 00:00:00,Nguyễn Vũ Vân Nhi,081701960,HMzlakfSNswlC@gmail.com,,Đã gửi thư cảm ơn,,,,,,,FB,FALSE,
615,,2021-01-07 00:00:00,Hoàng Kim Chi,757430071,tYCquWytOuzXB@gmail.com,,Đã gửi thư cảm ơn,,,,,,,FB,FALSE,
616,,2021-01-07 00:00:00,Vũ Thị Hậu,853118891,TwQBLWoaHNAjl@gmail.com,,Đã hẹn 10H T6 02/07,,,,,,,FB,FALSE,
617,,2021-01-07 00:00:00,Nguyễn Thị Hạnh,198213997,cmDbOwfTmcnGG@gmail.com,,,,,,,,,Top,FALSE,
618,,2021-01-07 00:00:00,Trịnh Lê Phương Anh,203705392,WnidClikjoLMq@gmail.com,,Đã hẹn 11H T6 02/07,,,,,,,FB,FALSE,
619,,2021-02-07 00:00:00,Trần Thu Hường,046159371,NGzDkebqAdyzb@gmail.com,,Đã hẹn 17h30 CN 04/07,,,,,,,FB,FALSE,
620,,2021-02-07 00:00:00,Ngô Thị Thu Hà,829694314,jDnUdtxyLYGca@gmail.com,,,,,,,,,,FALSE,
621,,,Đã gửi thư cảm ơn,070038212,ToUyKMTJcorZP@gmail.com,,,,,,FALSE,,,,FALSE,
622,,2021-02-07 00:00:00,Nguyễn Thị Xoan,570346078,xNcKradWDdqQQ@gmail.com,,,,,,,,,,FALSE,
623,,,,784678591,IooAFlevvnJAR@gmail.com,,,,,Top,FALSE,,,,FALSE,
624,,2021-02-07 00:00:00,Lê Thị Khánh Huyền,661054909,PPXhyRVlNWqON@gmail.com,,Đã hẹn 10H CN 04/07,,,,,,,,FALSE,
625,,2021-02-07 00:00:00,Bùi Ngọc Anh,742891120,MXdORXnfnFvBc@gmail.com,,Đã hẹn 17h T4 07/07,,,,,,,,FALSE,
626,,2021-02-07 00:00:00,Phạm Ngọc Ánh,884193895,amVFtsknureNL@gmail.com,,,,,,,,,,FALSE,
627,,,Đã gửi thư cảm ơn,624772249,xuCOibMzIxfHE@gmail.com,,,,,,FALSE,,,,FALSE,
628,,2021-02-07 00:00:00,Nguyễn Thị Hiền,942520831,EwuOolqahFSwp@gmail.com,,Đã gửi thư cảm ơn,,,,,,,Top,FALSE,
629,,2021-02-07 00:00:00,Trần Thanh Hòa,600282884,GWUqkHjvYbUTQ@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
630,,2021-04-07 00:00:00,Nguyễn Thu Uyên,894632414,INiTmaDgcErAa@gmail.com,,Đã hẹn 10H T5 08/07,,,,,,,,FALSE,
631,,2021-04-07 00:00:00,Trần Văn Tường,132467654,xEkCOQcVvvKlM@gmail.com,,Đã hẹn 11H T3 06/07,,,,,,,,FALSE,
632,,2023-06-29 00:00:00,Vũ Thị Ngân,010203953,fMBSiSbHszBSb@gmail.com,,Đã hẹn 10H T4 07/07,,,,,,,,FALSE,
633,,2021-04-07 00:00:00,Nguyễn Thế Nhân,677020495,ZNxmlQWsDzbrA@gmail.com,,Đã hẹn 10H T3 06/07,,,,,,,,FALSE,
634,,2021-04-07 00:00:00,Trịnh Thị Ngọc Huyền,524232125,UKTbfBHHlJlWk@gmail.com,,,,,,,,,,FALSE,
635,,2021-05-07 00:00:00,Nguyễn Quỳnh Châu,448769288,xUlbDufTpzWor@gmail.com,,Không phù hợp,,,,,,,,FALSE,
636,,2021-05-07 00:00:00,Đặng Anh Thơ,170350557,IksBgKrlLHGTi@gmail.com,,Đã hẹn 15h T6 09/07,,,,,,,,FALSE,
637,,2021-05-07 00:00:00,Phùng Minh Trang,469172205,zRiRDoRNIZumN@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
638,,2021-05-07 00:00:00,Ngô Quang Anh,429260912,qhVXWuXNgIckg@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
639,,2021-05-07 00:00:00,Trần Thị Hương Trà,236279158,soZiNdywitrYX@gmail.com,,Đã hẹn 15h T4 07/07,,,,,,,,FALSE,
640,,2021-05-07 00:00:00,Nguyễn Thị Hồng Hải,985713075,ktffzEKpYEiae@gmail.com,,,,,,,,,,FALSE,
641,,2021-05-07 00:00:00,Trần Xuân Chương,463226592,JOcsxCjgSytgV@gmail.com,,,,,,,,,,FALSE,
642,,,,978167498,wteilbuLcSRvQ@gmail.com,,,,,,FALSE,,,,FALSE,
643,,2021-05-07 00:00:00,Nguyễn Ngọc Ánh,641267250,DFjRhPnFytmhn@gmail.com,,Đã hẹn 11h T4 07/07,,,,,,,,FALSE,
644,,2021-05-07 00:00:00,Phạm Đức Huy,914595122,mhGTFiiFazrnb@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
645,,2021-05-07 00:00:00,Phạm Đức Trung,609495917,ZIDhMtmucZasD@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
646,,2021-05-07 00:00:00,Nguyễn Thị Huyền,495566649,MzGxVtfDwQASF@gmail.com,,Không có nhu cầu,,,,,,,,FALSE,
647,,2021-05-07 00:00:00,Trần Thị Hồng Huệ,063419560,hOdqQKToZZNgg@gmail.com,,,,,,,,,,FALSE,
648,,962923022,tranthihonghue2203@gmail.com,893016466,GasJRwjigufLr@gmail.com,,,,,,,,FALSE,,FALSE,
649,,2021-06-07 00:00:00,Nguyễn Thành Đạt,804598414,hDiQmheQRLPbl@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
650,,2021-06-07 00:00:00,Đoàn Thị Quỳnh Mai,329128538,EKqbERTyDcLsg@gmail.com,,Đã hẹn 11h T5 08/07,,,,,,,,FALSE,
651,,2021-06-07 00:00:00,Nguyễn Thị Hương Giang,513588809,OqyJXZxUQnJwl@gmail.com,,Đã hẹn 15h T5 08/07,,,,,,,,FALSE,
652,,2021-06-07 00:00:00,Phạm Hồng Anh,098074721,flYBXVOfiQFKa@gmail.com,,Đang tham khảo JD,,,,,,,,FALSE,
653,,2021-06-07 00:00:00,Phạm Anh Tuấn,041811101,jorNLTKkLuLOB@gmail.com,,Đã hẹn 10H chủ nhật 11/07,,,,,,,,FALSE,
654,,2021-06-07 00:00:00,Trần Thảo My,897150057,hhgiaNAeOiqnr@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
655,,2021-06-07 00:00:00,Vũ Thị Minh Thu,039630223,xKAiCqQLnvSkr@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
656,,2021-07-07 00:00:00,Trịnh Thị Thủy,952679731,HqgeJgugNrzbw@gmail.com,,Đã gửi prework,,,,,,,,FALSE,
657,,2021-07-07 00:00:00,Phan Thị Thùy Dương,366918572,vXBtXdPFPgQDO@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
658,,2021-07-07 00:00:00,Lê Thị Nga,827372340,thzJdQfaOUtHa@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
659,,2021-07-07 00:00:00,Nguyễn Hoàng Mai,997307999,GuuNuZNsjxakV@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
660,,2021-07-07 00:00:00,Phan Thị Nhung,894086348,QDSzhnwnTaQCC@gmail.com,,,,,,,,,,FALSE,
661,,,Đã gửi thư cảm ơn,928814240,OLEnAzWCiBfsm@gmail.com,,,,,,FALSE,,,,FALSE,
662,,2021-07-07 00:00:00,Đặng Quốc Việt,105787821,VjMLcnASVEova@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
663,,2021-07-07 00:00:00,Nguyễn Thị Khánh Ly,570923645,WmDBotiDRyRKr@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
664,,2021-07-07 00:00:00,Trần Thị Huyền,311415704,dDLryDaquNZrt@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
665,,2021-07-07 00:00:00,Đoàn Hải Linh,884337420,pwkwoxBlBOMTI@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
666,,2021-07-07 00:00:00,Phạm Thị Mai Anh,874940789,TsETBOmGieSLn@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
667,,2021-08-07 00:00:00,Nguyễn Thị Yến Ngọc,950798895,rTDBRIVbrFwcF@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
668,,2021-08-07 00:00:00,Nguyễn Ngọc Mai,825230594,PGDXRwHZVITHN@gmail.com,,hẹn phỏng vấn tuần sau,,,,,,,,FALSE,
669,,2021-08-07 00:00:00,Nguyễn Vũ Nhật Linh,432771252,VizUDGYcfsKXW@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
670,,2021-08-07 00:00:00,Hà Đức Bình,579288712,EIvjCHsZzmUOn@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
671,,2021-08-07 00:00:00,Nguyễn Văn Quốc,867522972,bxKrCMsSnuUzD@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
672,,2021-08-07 00:00:00,Phạm Anh Tuấn,515743170,MpcVwmkNavTCh@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
673,,2021-08-07 00:00:00,Lê Hồng Nụ,732994782,QUMezzjIgbhQe@gmail.com,,,,,,,,,,FALSE,
674,,,Đã gửi thư cảm ơn,307675558,LdmHANPHIdpid@gmail.com,,,,,,FALSE,,,,FALSE,
675,,2021-08-07 00:00:00,Nguyễn Tuấn Thành,125124712,wIQmejUactgwo@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
676,,2021-08-07 00:00:00,Nguyễn Thị Ngọc Ánh,861598531,YWoWoAuCRktCA@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
677,,2021-08-07 00:00:00,Nguyễn Thị Mai,596306325,ERhYNQbIRtfHT@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
678,,2021-08-07 00:00:00,Lê Việt Thương,343470579,hmzQJgyeopTUW@gmail.com,,"Đang bận, gọi lại sau",,,,,,,,FALSE,
679,,2021-08-07 00:00:00,Nguyễn Thảo Nhi,912304599,jSNUmuyfmMntn@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
680,,2021-11-07 00:00:00,Nguyễn Quốc Khánh,325424349,GKoLUZjkeKZMx@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
681,,2021-11-07 00:00:00,Hà Xuân Huy,259119243,iUemuHIIlKeVi@gmail.com,,Đã hẹn 10 T3 13/07,,,,,,,,FALSE,
682,,2021-11-07 00:00:00,Vũ Thị Nhàn,408219702,sMGQiBLqliOiL@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
683,,2021-11-07 00:00:00,Trịnh Quốc Việt,641390541,epPsUxfBcDyGy@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
684,,2021-11-07 00:00:00,Phan Thị Thùy Dương,642073885,LqKiPvdaiwxeJ@gmail.com,,,,,,,,,,FALSE,
685,,,Đã gửi thư cảm ơn,890065336,hIBLeYELNfSAN@gmail.com,,,,,,FALSE,,,,FALSE,
686,,2021-11-07 00:00:00,Nguyễn Đình Minh,028056771,lBaFsdGvHYqpg@gmail.com,,,,,,,,,,FALSE,
687,,,Đã gửi thư cảm ơn,695442311,WjzyknGlxdFcc@gmail.com,,,,,,FALSE,,,,FALSE,
688,,2021-11-07 00:00:00,Nguyễn Thị Lan Phương,966145083,QUgsbiCMgSzyF@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
689,,2021-11-07 00:00:00,Trần Thị Thanh Hiền,428003454,KHVkvgcfaPwQn@gmail.com,,,,,,,,,,FALSE,
690,,,Đã gửi thư cảm ơn,380693143,OUImauKruyHGO@gmail.com,,,,,,FALSE,,,,FALSE,
691,,2021-12-07 00:00:00,Chu Thị Ngân,651749144,AWcMoKIwNYQrg@gmail.com,,Đã gửi thư cảm ơn,,,,,,,,FALSE,
692,,2021-12-07 00:00:00,Hoàng Thị Hạnh,575059355,EhmAcmsduQMmU@gmail.com,,,,,,,,,,FALSE,
693,,,Đã gửi thư cảm ơn,037327427,qBNeTEGxTCPdW@gmail.com,,,,,,FALSE,,,,FALSE,
